Time,Price,Items,MCFU
1765,128.45,25,8
1604,107.62,28,7
2624,189.22,33,14
2460,118.52,29,9
799,12.33,10,3
1995,80.01,28,8
1309,30.89,14,4
2939,152.12,34,6
6067,95.34,41,10
2677,66.77,26,4
714,30.97,9,4
1418,77.55,19,5
1167,45.96,22,6
883,119.3,14,3
869,35.07,10,4
2803,90.91,20,9
1596,58.89,22,4
3435,20.36,11,3
1721,39.36,19,5
1431,25.44,15,4
920,32.45,11,3
1206,90.66,22,4
1459,58.71,13,4
2480,134.48,29,7
1117,47.02,12,3
3598,180.4,52,16
2888,7.53,9,1
1906,91.5,25,13
3371,86.51,22,6
1731,25.06,20,6
2092,70.04,22,5
2115,57.37,30,8
1902,175.7,30,5
1218,74.26,19,7
2393,79.32,25,7
958,56.3,20,4
1930,106.05,26,8
1918,114.02,30,8
1126,17.57,6,1
4266,81.94,20,8
1121,33.23,16,6
1763,27.68,18,2
2236,64.39,29,6
1352,23.74,9,1
987,78.39,16,5
1040,90.8,15,3
4358,104.34,45,9
880,25.2,15,1
556,53.46,10,2
614,31.900000000000002,7,1
1117,74.74,18,6
848,49.85,15,7
2812,82.86,27,9
1236,78.97,17,4
2017,38.51,14,6
859,13.2,11,2
2085,59.91,24,4
1904,102.02,27,6
1789,74.72,20,7
861,41.15,8,2
2794,149.64000000000001,36,13
1995,58.8,18,8
7351,234.82999999999998,80,19
2827,79.05,21,8
1336,24.61,14,4
953,70.21,13,6
1558,85.12,23,7
1537,51.93,22,5
1524,5.800000000000001,4,0
1513,55.5,25,7
3190,103.4,21,4
2018,28.59,21,4
1490,34.86,20,7
2316,116.98,23,4
1925,36.96,17,5
2165,154.57,34,5
944,51.06,14,4
1023,66.42,16,5
1078,31.91,15,3
1383,82.32000000000001,18,3
1454,54.19,17,4
2299,61.68,23,6
4161,92.38,27,7
1740,88.23,23,7
1460,29.29,10,3
1071,36.24,12,3
1771,75.62,22,4
1434,32.47,11,1
980,64.16,17,6
2251,115.46,26,10
1977,135.78,32,6
1612,81.51,21,10
1996,98.41,39,10
2569,98.02,24,5
1816,52.9,13,3
1443,50.84,18,5
373,12.61,4,0
3045,50.75,22,5
970,48.4,13,4
1569,77.3,19,8
1357,43.21,15,3
1248,85.39,22,5
1370,72.82,21,5
1403,18.18,10,3
2294,107.79,28,6
2754,119.0,31,9
1159,81.89,16,4
873,57.64,13,2
576,3.19,3,0
1106,28.63,14,1
3501,72.08,21,8
1370,35.93,16,6
1492,74.26,23,7
1120,87.21,15,3
3588,120.74,35,10
1826,77.38,23,7
819,52.28,13,4
2891,44.74,28,7
720,50.81,10,2
2770,99.8,27,12
1362,8.84,10,2
1710,78.43,20,8
3193,120.92,26,6
2229,141.86,32,6
1204,23.97,14,3
2147,63.83,22,4
1260,23.47,17,1
1118,65.53,21,11
2688,61.65,25,11
2267,75.76,19,5
1046,18.14,9,3
2201,74.57000000000001,23,9
1188,42.36,11,1
1836,79.19,22,7
2270,128.71,26,4
1721,76.01,18,3
4465,177.71,54,16
1312,63.89,12,4
2852,193.08,42,7
1413,66.48,14,4
1339,20.52,13,3
1861,150.48,38,9
2975,89.24,26,7
1878,64.73,20,5
3066,124.47,32,9
1175,64.33,20,5
2456,40.339999999999996,18,7
2004,46.79,22,7
1126,46.35,12,5
1086,55.4,15,4
1909,82.45,29,8
1100,62.58,16,4
2054,139.4,22,6
3622,68.71,33,8
2552,69.1,33,10
1647,69.76,18,5
2622,143.72,32,11
1722,88.37,22,5
1758,32.75,15,3
2565,168.71,43,10
5014,80.34,48,15
2759,103.89999999999999,32,6
1897,70.24,22,7
1543,86.97,28,9
2083,81.44,20,9
3855,106.62,34,9
1653,46.92,11,2
1850,22.12,14,6
2294,82.16,23,8
3276,58.3,30,9
2122,39.93,24,8
1291,13.31,14,4
1791,73.2,21,7
2668,89.34,16,4
4374,81.02,31,6
2059,91.15,24,10
2378,58.33,28,11
4047,120.99,32,7
908,39.44,20,4
2730,189.08,39,8
2075,71.55,26,4
857,60.95,14,2
2481,48.17,30,7
2050,40.13,15,4
1946,45.83,18,5
1970,38.6,21,7
2367,96.26,29,6
1892,137.16,24,6
1713,80.37,16,2
3134,198.75,35,9
1197,49.62,10,3
1324,77.42,18,3
1271,40.36,15,3
1402,18.25,7,1
4144,245.07,50,10
661,25.34,7,2
2534,45.45,24,6
1055,30.22,13,2
5396,203.96,41,8
729,7.14,5,1
1704,83.16,18,5
3864,88.09,26,13
1848,97.95,25,2
6674,111.88,64,14
952,33.8,16,6
1344,181.58,26,5
1693,97.3,23,8
5146,100.64,48,11
1809,51.17,26,6
1061,27.77,17,2
386,23.060000000000002,6,1
2536,132.38,38,10
761,8.78,6,0
2023,93.41,22,6
1221,30.13,16,5
1691,72.2,14,3
1299,114.28,23,5
2068,95.43,25,8
2204,90.64,24,8
853,32.53,20,4
1245,31.92,17,4
3474,182.07,45,14
2897,48.72,18,7
1425,73.41,21,7
1790,56.15,16,5
2441,130.09,29,6
1590,69.21,20,7
2043,36.17,25,9
1216,36.78,8,2
1024,31.86,7,1
1402,40.55,13,3
1054,42.07,19,7
1303,25.31,15,4
1051,30.02,11,3
1773,67.94,16,4
1017,35.95,16,5
1366,59.61,16,4
736,15.719999999999999,6,2
2003,76.15,15,3
3761,149.08,45,13
861,18.96,12,2
2266,82.65,33,7
487,58.68,10,2
1402,91.14,27,6
1643,64.05,21,7
1308,60.96,28,5
1043,58.22,15,1
1776,85.17999999999999,22,6
667,31.17,6,3
1967,77.68,23,4
1010,13.73,10,3
933,28.95,14,4
2014,119.29,25,4
5031,146.13,34,10
1609,70.19,21,6
2420,160.26,39,5
3105,96.14,30,7
3205,81.62,26,7
1011,57.9,14,2
1911,86.21,22,5
1918,115.65,23,7
1499,37.6,21,6
1322,97.11,19,5
1496,55.95,13,3
684,58.48,13,4
957,26.58,14,1
2007,44.46,20,5
2372,87.47,19,5
1269,49.32,13,6
1091,63.839999999999996,12,5
788,22.81,11,3
2135,42.52,23,5
1681,83.79,23,5
1941,66.26,25,10
2836,106.68,21,8
1193,34.15,9,1
3923,249.48,59,16
1807,45.05,20,9
5004,209.97,48,17
1531,107.6,25,2
1294,46.519999999999996,18,6
1431,39.43,23,7
714,20.669999999999998,7,1
1644,53.32,19,4
1522,41.47,26,8
1512,25.59,16,8
479,14.049999999999999,10,2
3211,76.43,35,13
1680,53.65,15,6
2293,118.3,32,12
3500,57.54,30,7
1289,43.25,13,3
1246,23.55,14,7
1844,139.63,37,7
4846,161.3,46,11
1147,8.69,6,1
1883,30.03,14,4
1984,78.54,23,4
2697,87.95,26,5
1723,27.17,16,2
1309,69.64,22,8
2028,40.8,13,2
1260,35.98,18,3
898,33.48,8,3
2983,151.79,36,12
1550,85.62,20,9
2931,50.15,33,5
1572,42.63,23,6
1490,62.17,20,3
1912,80.53,20,6
1272,53.0,13,1
7308,297.43,75,22
1593,30.72,13,3
2000,75.69,20,4
2512,115.54,33,5
1690,52.76,26,7
2623,101.11,27,8
2154,60.69,31,5
1317,58.18,12,3
1071,18.59,8,2
1978,66.17,18,8
1935,57.11,24,11
2093,111.66,24,5
1546,94.11,26,8
2502,81.32,21,4
2659,101.04,24,8
1746,97.96000000000001,24,4
2275,83.53,26,8
2031,145.84,33,4
871,28.5,10,4
1504,79.58,19,5
1490,35.2,16,3
2519,61.58,30,6
3308,66.01,21,6
2224,47.43,18,3
1336,22.01,15,3
1435,70.79,23,8
1580,57.98,25,7
3884,126.21,31,12
2929,125.94,31,13
2482,53.589999999999996,20,6
1845,128.4,25,7
1776,105.45,18,9
1002,37.4,12,2
1210,104.98,21,5
870,28.36,8,4
1672,46.94,27,5
1684,58.69,17,6
2672,180.89000000000001,38,12
3389,151.98,39,10
1492,63.99,15,5
1014,24.12,20,3
1455,63.37,19,5
2835,141.32,35,8
1901,95.72,20,7
1050,63.46,15,2
2955,121.64999999999999,26,7
4893,211.64,56,14
998,35.95,9,2
1398,32.0,11,1
2704,79.36,25,7
1543,38.47,19,4
1464,37.55,14,5
2317,167.28,33,9
2590,123.46,30,6
1045,83.78,19,3
1780,98.96,26,5
2247,144.87,30,6
428,17.52,5,2
1295,19.28,8,3
1975,53.22,21,8
6655,384.35,71,18
1120,51.77,10,2
1075,32.3,18,5
2619,197.85999999999999,35,8
957,72.23,16,3
2859,106.53,27,8
3056,79.6,27,6
1311,40.47,13,3
3224,79.6,45,8
436,0.98,3,0
1487,35.09,19,8
923,44.1,12,1
1043,22.240000000000002,12,3
1740,89.85,25,7
2217,76.69,24,9
1298,44.190000000000005,13,2
2468,54.53,18,7
2292,50.12,20,4
711,27.43,9,5
1197,64.19,13,0
2412,89.07000000000001,26,8
2211,19.75,11,0
1168,61.94,18,4
791,19.75,9,4
3223,164.24,29,9
1011,27.72,18,6
2150,32.89,17,8
1872,106.68,25,6
2046,38.71,22,9
1787,65.56,17,4
1594,31.05,17,4
670,34.38,9,0
1162,26.400000000000002,13,4
2235,59.660000000000004,30,7
1464,58.08,14,2
1905,40.28,22,7
2473,40.21,28,8
2589,64.1,33,9
1993,83.16,27,7
1887,114.17,25,9
5682,180.05,50,14
6546,120.84,59,11
888,59.879999999999995,14,3
1204,78.2,21,6
3423,118.53999999999999,29,8
1929,46.79,21,8
693,39.910000000000004,10,2
1573,120.33,28,14
665,33.25,19,3
3818,198.78,51,12
1821,74.39,17,9
1168,66.1,23,6
1561,45.15,14,5
1614,49.8,10,2
915,29.04,16,2
2638,98.77,36,8
1350,33.5,17,5
2169,112.32,25,5
1462,77.86,17,4
1100,72.96,12,3
2508,71.3,38,6
1554,37.22,23,5
1776,99.18,23,9
4706,82.84,33,10
986,76.64,19,3
2053,90.48,22,5
2582,95.74,30,8
1266,78.3,20,4
1627,94.67999999999999,25,8
769,59.190000000000005,17,6
3584,229.67,56,15
2272,74.05,23,8
3558,80.41,52,12
1121,24.48,11,4
2289,118.05,28,10
2314,69.89,19,5
1355,63.94,15,4
3532,132.59,30,8
1774,70.81,20,6
1013,40.75,9,4
1785,76.17,23,4
1238,37.4,11,2
2064,75.52,17,5
2076,131.53,27,8
1768,62.42,28,6
2378,32.0,19,7
1541,61.019999999999996,15,4
2690,100.75,19,4
2621,95.88,36,8
2771,75.75,19,6
650,11.67,5,1
1451,87.75,20,2
1072,66.23,13,3
2458,85.68,25,4
1486,49.81,18,11
1413,74.99,18,9
808,36.59,8,0
1734,65.95,18,3
1904,56.71,27,8
1805,114.11,23,5
1302,15.26,15,4
1144,43.14,10,3
2311,88.42,20,10
1948,115.61,30,5
1821,64.63,20,9
2196,63.96,19,5
2526,47.78,27,8
987,59.67,17,3
1422,114.01,24,4
3458,101.32,27,3
2633,165.52,37,10
2099,143.51,30,8
1278,60.29,14,2
1364,28.63,15,4
2817,198.99,41,12
1370,73.46000000000001,18,5
1020,42.4,14,3
1744,123.99000000000001,23,8
2347,96.86,14,6
3579,161.15,43,9
4259,76.58,45,10
2517,168.7,33,6
2933,118.97,28,8
945,32.82,14,4
2822,39.93,20,6
2106,60.29,26,9
1669,52.07,23,4
2004,22.57,20,6
2680,93.88,24,13
788,81.7,16,4
726,42.730000000000004,10,3
1057,51.870000000000005,13,5
1663,38.44,12,3
1998,53.61,30,8
1714,59.17,24,7
1448,39.17,13,3
1939,33.23,19,6
1343,82.88,20,4
2061,81.56,22,5
656,33.6,9,3
1850,120.79,25,4
2961,51.07,16,5
1292,76.51,15,4
3712,80.48,37,9
2048,66.72,21,7
2296,68.53,32,11
1411,52.800000000000004,14,4
859,40.26,15,5
1543,60.120000000000005,16,4
2445,126.65,36,2
1790,95.32,20,7
1515,93.69,19,7
847,28.87,11,1
2054,45.49,13,2
1575,139.21,32,6
1965,95.91,29,6
1775,72.58,18,8
1128,10.02,14,4
1339,71.86,15,5
972,37.9,13,3
1670,72.35,23,4
1426,74.87,27,5
2374,69.56,21,8
923,53.199999999999996,13,5
2960,47.55,23,4
1922,31.779999999999998,14,3
1202,34.33,10,2
2178,113.51,27,7
1993,75.55,23,7
2400,53.73,16,9
4294,105.71000000000001,32,13
2824,108.16,29,7
1389,79.87,19,5
1322,72.21,17,6
1065,33.81,11,5
916,2.47,3,0
1537,72.5,18,5
2528,123.14,20,11
3452,160.85,37,15
5822,152.85999999999999,60,15
2098,112.69,26,3
2720,97.18,27,7
1930,104.44,29,5
1965,27.060000000000002,10,3
1692,123.2,22,2
1219,1.5,3,0
1205,41.339999999999996,12,5
2096,67.1,22,7
1418,47.29,14,3
1939,37.4,18,7
2296,138.64000000000001,23,8
2099,163.45,48,9
1822,129.92,22,4
1530,23.54,12,3
869,21.71,10,2
906,3.22,5,0
1175,37.01,17,3
2203,123.92,23,8
1719,38.32,14,4
1069,25.36,15,5
2811,106.57,29,5
674,40.99,8,3
1630,58.03,17,4
2040,99.75,20,4
1024,54.09,15,3
1622,139.84,20,8
640,13.83,9,0
2404,75.61,25,3
2038,44.39,23,6
781,38.88,11,0
2176,103.74,32,11
918,97.67,15,4
1824,104.97,21,4
1632,68.16,22,7
3885,82.61,27,5
1817,18.85,7,2
1675,56.99,16,3
1153,46.809999999999995,12,3
912,53.3,12,3
2149,77.72,25,3
1041,75.27,19,6
2222,121.18,31,8
2214,109.13,32,8
2429,105.66,30,11
1689,93.76,26,7
1399,39.0,15,1
1341,75.81,16,4
1251,41.49,14,5
1106,95.15,15,4
2524,74.82,17,5
1642,32.62,16,6
1502,47.64,17,7
1503,40.33,23,8
2469,72.73,13,5
2313,140.76,30,13
834,68.57,17,7
1892,80.3,14,8
1846,108.13000000000001,22,6
601,5.88,11,3
1814,105.93,25,4
1797,123.23,24,9
2359,77.58,28,11
1421,34.18,17,4
1974,81.53999999999999,15,4
1512,85.2,19,6
1814,43.93,26,7
3182,131.34,30,8
1738,104.8,23,3
2200,84.26,25,6
2227,66.95,17,5
2206,173.71,43,12
3418,158.58,45,9
2379,62.68,20,6
3688,101.0,36,9
1570,39.77,14,4
1505,103.36,19,7
2734,99.26,37,9
1967,78.65,29,8
1773,59.54,12,4
2930,150.91,35,9
1410,31.07,19,7
2103,47.02,21,4
2312,43.03,31,5
1102,33.03,16,5
1753,83.84,15,5
2078,50.71,15,2
2757,109.87,25,11
1702,93.09,20,3
2901,68.39,22,3
1299,89.24,20,6
1821,83.94,25,3
4344,144.02,38,15
1467,73.34,18,4
2822,160.36,32,11
2556,87.42,21,4
1413,72.46,22,9
2181,48.06,22,6
1054,52.95,11,4
1144,61.59,19,7
3631,169.25,43,10
2247,125.67999999999999,24,5
953,33.46,9,3
2003,85.27,21,4
798,25.94,13,3
2090,118.06,30,5
1150,43.54,19,10
1016,64.59,15,6
2249,69.9,18,7
1618,78.38,35,8
2130,132.85,22,3
1105,40.32,12,5
4107,93.99,31,6
1335,95.07,21,7
2221,122.74,32,7
1326,61.72,15,2
3500,171.95,42,7
1403,71.25,18,4
3576,62.05,39,11
1412,38.15,19,2
597,47.62,10,4
1325,60.480000000000004,15,8
2572,74.42,22,4
4167,63.35,29,9
2000,126.05,31,6
1579,113.97,21,6
1283,29.169999999999998,11,3
1904,99.86,21,2
935,46.88,8,4
1688,22.65,8,2
759,74.35,11,2
1499,26.9,14,8
2942,76.71,30,6
1641,56.6,20,6
1747,116.78,25,7
905,77.43,16,3
1157,24.88,17,3
2641,63.0,31,9
1176,41.81,17,8
1679,106.92,29,8
462,7.680000000000001,5,1
933,80.23,13,2
3765,137.66,54,18
1474,53.37,13,3
1368,124.34,28,8
3529,135.32,28,4
2310,122.95,25,6
2029,84.04,28,6
1539,34.95,17,3
2498,133.67,32,9
2998,153.0,33,11
1975,114.97,20,4
1721,161.22,28,8
1774,114.63,24,6
1693,80.38,20,4
1001,59.78,14,5
910,42.52,15,4
3072,91.29,30,6
2813,117.39,22,7
1878,43.65,24,6
3403,199.35,50,13
1098,32.85,12,4
2404,47.45,24,9
3229,164.64000000000001,39,12
2167,95.05,25,5
1215,48.6,12,2
1277,56.94,21,3
3413,156.88,43,9
952,41.26,15,5
1445,71.12,15,6
2273,101.76,22,9
1659,80.35,16,5
807,41.71,10,3
2861,119.14,23,8
1279,131.26,21,7
1130,52.87,16,7
2074,93.89,21,6
1637,101.49,16,2
1125,65.74,15,4
2263,119.72,23,4
745,46.99,12,2
2088,78.38,25,6
3281,57.33,29,10
2151,89.23,25,12
2719,140.66,29,8
1763,152.18,28,8
1865,113.77,22,6
3333,176.58,47,12
1258,32.14,17,6
2552,44.1,19,7
3309,49.69,27,4
3434,93.32,30,6
1182,33.01,20,4
1717,69.86,20,7
3702,129.19,32,9
489,26.29,10,1
511,35.74,10,3
2016,55.160000000000004,21,8
699,26.689999999999998,13,3
1295,48.25,18,2
659,16.349999999999998,7,0
2398,130.85,25,5
2280,37.92,24,6
805,33.27,11,2
2625,71.9,22,4
1347,13.93,12,1
1602,64.37,16,7
2257,109.03999999999999,26,9
1089,28.64,10,4
1470,80.29,27,3
1961,70.42,16,2
684,10.879999999999999,8,1
6060,146.54,46,11
2158,87.14,20,8
1365,37.79,18,4
3549,206.18,50,15
822,50.85,16,2
1567,73.89,20,7
582,31.71,12,3
2386,96.91,28,6
2035,112.05,26,11
4118,111.47,41,10
994,68.21,13,3
1287,34.32,14,5
925,51.14,10,4
1671,62.42,16,5
2631,131.49,30,10
1098,35.84,20,2
2362,57.13,18,3
1733,75.22,17,6
1841,97.19,22,10
2557,203.32,40,7
1466,124.86,29,9
730,43.75,15,4
2760,173.54,41,11
1113,57.019999999999996,16,2
1286,46.1,17,3
1043,66.21,16,4
2530,64.68,17,4
3072,62.46,30,8
1909,59.62,18,5
2402,148.51,35,9
2180,85.02,24,5
1618,32.06,17,9
1809,43.66,19,5
1624,103.32,28,4
4285,149.88,42,9
1620,77.34,21,5
1420,31.76,12,2
2524,65.09,14,4
1192,0.55,3,0
2725,135.41,33,8
1121,50.27,12,2
2759,137.51,30,10
1902,80.28,28,7
881,17.93,6,0
2910,283.78,57,12
1213,16.63,8,1
1044,71.53,13,3
708,23.24,7,2
2126,122.06,28,5
992,25.9,14,3
463,14.74,11,2
2337,44.57,23,9
579,18.13,6,1
933,54.19,15,5
693,24.08,13,7
2243,88.07,23,9
4050,231.28,53,19
1292,60.61,16,3
1531,58.18,16,3
2274,42.449999999999996,23,6
2259,49.51,18,5
3826,142.84,38,6
1121,32.86,22,7
1811,131.05,28,9
488,52.17,10,4
1897,145.85999999999999,27,10
1528,79.04,26,8
2559,68.64,35,11
890,45.08,12,2
1293,83.82,21,2
2050,79.32000000000001,17,2
1651,32.39,16,5
1501,37.64,20,7
4326,147.60999999999999,77,17
1713,51.97,13,5
510,13.98,6,1
853,40.75,11,5
682,9.89,8,2
1334,34.8,11,4
1866,60.980000000000004,22,7
2280,132.15,22,5
2129,109.37,31,4
3561,212.96,42,12
2501,126.88,27,9
2462,75.34,23,10
846,47.28,15,4
3782,133.53,34,11
1579,155.86,31,7
2095,87.5,17,4
1480,73.42,15,6
655,27.71,13,4
1450,93.53,21,7
2028,76.02,21,7
1494,51.15,12,5
1100,58.32,13,4
2156,115.53999999999999,27,11
469,9.38,6,2
1968,44.87,20,8
2684,140.02,31,8
684,54.24,13,6
1646,35.04,23,7
2058,93.12,20,7
300,2.3200000000000003,3,0
1355,46.39,17,2
479,38.47,10,4
1646,100.04,23,5
619,30.38,13,5
1616,56.410000000000004,16,6
1926,86.42,21,8
2804,137.46,37,16
3853,225.69,37,12
3134,61.73,38,3
1016,70.78,16,1
3120,116.52,48,14
1535,83.78,21,6
1137,65.76,23,5
2025,25.27,15,3
770,49.34,11,2
2829,174.72,40,13
3692,178.89,38,5
1487,70.03,18,5
2518,87.57,27,10
2532,41.28,23,6
1258,31.28,22,1
2590,79.52,18,4
3252,89.26,33,4
1708,106.83,22,6
761,16.47,11,1
2175,54.37,26,10
685,54.1,13,1
1112,68.86,19,3
3017,173.56,36,6
961,33.48,5,0
952,29.32,14,5
2328,152.73,27,5
2646,21.94,10,3
1120,51.74,16,5
4561,132.69,40,9
1893,59.83,24,10
4290,181.51,46,10
1760,41.57,24,9
1808,48.03,29,7
3187,137.71,35,10
4291,256.03,64,13
3525,131.84,49,10
3379,83.09,22,6
2795,95.2,27,5
1075,61.39,16,3
1966,26.64,16,6
2849,117.32000000000001,29,5
1612,43.660000000000004,13,3
368,12.030000000000001,5,0
3654,118.02,31,12
2124,115.89,24,7
1374,69.77,18,5
2341,111.18,30,9
665,23.009999999999998,15,3
2359,141.96,31,10
1729,34.9,16,4
1667,105.6,27,8
938,23.56,13,7
770,50.83,17,3
1848,131.46,20,8
1749,86.92,21,5
1826,107.81,22,5
3334,59.72,33,12
2508,114.86,29,9
1297,72.46000000000001,26,9
2023,40.53,24,7
1212,64.09,16,2
2713,169.62,34,9
4952,70.86,31,10
2139,123.59,42,17
3660,105.45,25,4
1574,18.599999999999998,15,3
2416,100.17,30,9
1406,66.78,24,10
3976,142.53,40,17
2406,182.55,36,9
1865,71.23,28,8
1571,53.39,20,8
1025,46.44,13,4
1903,54.9,29,7
1217,59.699999999999996,10,1
1875,117.53,37,10
1619,42.87,19,6
2126,75.09,25,6
2909,87.35,41,14
1304,41.04,18,4
1356,41.25,23,3
1190,53.66,15,3
2621,31.62,10,2
2108,39.72,26,6
1898,58.98,21,9
952,15.19,9,4
1198,57.86,19,5
3717,184.02,40,5
2019,55.88,32,6
3571,129.78,41,9
3325,190.29,36,8
644,5.94,7,3
1534,88.47,21,8
588,20.73,11,2
1609,65.61,20,6
1717,119.27,34,7
2059,147.85,25,3
738,57.26,15,3
797,9.78,9,0
3040,48.49,19,3
2159,209.05,31,11
2242,179.10999999999999,34,12
1830,47.36,15,2
3329,41.29,19,4
1413,48.5,16,4
1498,89.08,24,8
2047,91.00999999999999,27,7
2300,106.42,30,9
3490,223.58,52,20
2040,86.61,22,11
1264,41.45,17,1
2381,185.33,41,12
3197,35.79,20,5
1834,39.75,8,4
2197,46.300000000000004,27,6
919,52.85,19,6
1866,49.71,26,7
2393,35.72,21,5
1761,46.99,25,6
1318,52.68,15,6
1671,34.28,17,7
4355,183.6,39,13
3313,67.14,27,9
683,56.37,9,3
3660,166.47,35,9
2690,56.57,37,7
1356,91.2,21,3
1274,46.46,14,7
2701,80.22,26,8
1313,76.76,17,3
1729,132.83,23,6
1776,81.16,21,7
1227,89.1,12,4
977,40.87,14,3
1783,63.88,20,6
1618,88.23,17,5
1270,66.65,16,7
2932,50.38,35,4
1849,133.61,27,8
3122,83.53,21,4
1593,31.78,20,5
1878,69.52,15,4
666,45.29,11,0
1226,128.25,22,6
1975,44.19,21,10
559,76.22,12,4
1787,75.27,17,2
1268,91.4,21,5
2834,142.0,32,11
1536,54.7,17,4
628,9.52,7,1
3296,114.53999999999999,32,6
2616,164.95,33,9
2452,130.17,36,8
1408,71.22,14,4
2123,74.97,22,3
1885,41.72,22,6
2206,30.18,16,3
996,25.09,13,5
2993,139.75,30,2
624,18.16,7,2
1103,107.15,22,1
1571,79.13,16,4
2251,77.03,14,3
1468,40.5,13,4
2532,42.17,22,4
1215,54.24,9,2
1143,73.38,18,10
1445,57.76,13,3
2015,59.480000000000004,14,2
2392,38.42,19,7
1442,30.799999999999997,10,2
926,107.05,19,4
1841,217.12,31,7
2749,156.84,40,10
1761,108.74,19,9
2723,166.37,37,11
651,34.08,11,3
582,1.3599999999999999,3,0
1784,46.32,26,4
2351,50.309999999999995,26,12
3189,210.5,49,12
1677,49.03,14,3
2002,104.51,26,9
907,25.37,15,5
2693,85.0,26,7
1453,78.81,24,8
2648,55.11,38,10
1780,81.66,24,8
2549,42.93,23,9
1951,66.84,25,8
869,69.29,15,4
1122,37.730000000000004,18,3
2754,82.36,18,6
1853,91.32000000000001,24,4
1631,79.19,18,5
1726,87.99,24,4
2095,117.97,33,9
1266,60.57,15,2
862,18.96,15,2
2598,149.81,28,7
1515,93.97,26,6
2302,101.35,26,3
1158,71.27,20,4
1950,121.73,27,8
1344,60.11,15,5
1880,55.73,30,10
3998,90.55,51,11
2016,52.839999999999996,21,6
1144,44.5,13,4
1754,68.52,28,6
1850,18.41,11,3
1609,82.64,26,5
2717,110.89,28,10
750,25.35,7,1
1664,58.45,15,5
2402,95.51,26,6
2930,108.03,33,8
2280,56.46,25,10
1061,35.61,17,7
1095,78.65,18,4
2228,53.57,26,8
683,39.33,8,4
1876,83.83,21,10
2310,75.75,23,4
1044,35.47,11,4
1444,20.17,19,7
1266,87.77,21,5
850,70.85,14,5
262,7.33,3,0
1414,57.78,12,1
869,70.10000000000001,19,6
2731,129.79,30,7
4613,82.87,43,9
1458,124.63000000000001,23,4
2370,43.8,21,6
1901,122.03,34,10
4055,65.96,23,6
3212,163.45,33,4
3206,103.02,25,6
1519,63.95,22,4
1133,31.8,15,8
2667,90.61,30,7
2776,101.37,22,7
865,15.33,8,3
929,89.67,14,2
1568,79.02,19,7
1320,78.28999999999999,23,5
1457,91.23,20,5
795,34.980000000000004,8,2
3238,148.12,33,10
1023,34.019999999999996,12,4
1580,95.96,25,7
1696,100.39999999999999,26,7
2367,170.23,34,9
1185,81.84,23,5
1255,16.1,17,7
963,14.88,13,2
2551,139.57,39,15
2953,93.01,52,7
1081,32.41,21,4
3205,74.19,40,11
1933,34.13,15,4
2597,113.67999999999999,29,8
2552,167.4,35,11
1255,54.94,10,2
2149,155.22,31,8
3569,130.79,25,6
958,49.73,16,4
928,56.01,17,6
2981,316.03,47,15
1989,69.85,15,3
1506,72.43,19,7
3015,96.03,27,9
2354,130.89,41,8
3163,85.01,24,4
1282,17.25,16,3
1389,37.6,22,2
1473,54.46,18,5
2356,137.65,28,4
1988,35.46,15,4
3152,63.73,29,10
2891,177.95,38,8
1878,76.1,26,8
4436,117.29,43,9
921,19.01,10,1
1057,33.82,12,2
2898,110.87,29,10
1642,105.36,23,3
1429,66.16,20,5
2425,108.4,32,12
740,61.54,14,5
2610,114.62,21,2
899,26.04,10,4
2797,191.33,41,5
979,36.36,12,4
807,11.48,9,1
1078,20.56,16,5
1962,49.65,14,6
760,25.25,9,4
1918,47.08,12,4
3328,140.88,38,11
1929,56.31,14,7
1310,29.0,10,4
5791,328.63,74,15
3134,169.34,40,11
872,38.57,10,0
2718,176.94,39,11
1336,43.88,11,2
1648,80.44,25,5
3509,99.1,30,7
1354,120.46,20,6
2683,21.169999999999998,21,6
1296,62.28,12,3
1958,114.83,24,7
2344,76.05,22,5
4026,172.93,42,10
2505,152.22,48,11
1504,45.35,20,5
1030,29.45,15,4
2134,96.25,27,11
1127,36.81,12,2
783,15.0,5,1
2375,82.23,28,6
2081,85.63,21,8
1288,57.4,19,8
3214,188.41,36,8
2032,125.75,27,3
1212,34.33,15,5
4491,73.44,42,9
4516,100.28,46,12
2385,102.09,25,8
722,32.79,6,1
2607,138.17,31,7
2216,147.27,34,7
1963,70.53,37,6
458,14.17,4,1
1970,103.89999999999999,21,6
1542,69.53999999999999,14,2
3472,135.21,38,10
1775,91.82,18,3
1623,35.309999999999995,11,3
3196,51.14,29,8
1855,70.1,17,4
1187,56.32,14,4
861,60.83,14,4
1942,68.74,27,5
2021,78.89,20,2
2548,121.66,30,6
1173,68.81,17,5
1528,22.77,12,3
1471,67.39999999999999,19,7
2117,70.89,16,2
1711,109.76,21,7
2198,63.809999999999995,15,5
1141,29.04,8,2
1588,91.62,24,10
3314,55.21,25,7
1639,53.56,19,8
69,1.35,2,0
1783,22.12,17,0
3058,66.14,21,7
746,80.62,14,4
1757,42.9,23,3
1265,32.19,16,4
1580,59.07,14,3
1562,104.95,18,4
1440,50.79,20,5
1732,82.72,20,5
1073,105.34,21,8
1512,102.34,19,4
2327,87.86,28,10
1639,91.45,31,11
4724,262.52,58,23
961,22.67,15,5
1520,92.6,22,6
1038,24.12,11,5
1304,24.35,13,4
1271,42.82,10,0
2525,84.21,23,6
